NAME,ADDRESS,LATITUDE,LONGITUDE,RATING
"Squealers Fun Park","439 N 4000 E, Rigby, ID 83442, USA",43.6877260,-111.9059980,3.8
"Triple Play Family Fun Park","175 W Orchard Ave, Hayden Lake, ID 83835, USA",47.7562195,-116.7891569,4.2
"Laser Mania Family Fun Center","1201 Filer Ave E, Twin Falls, ID 83301, USA",42.5712119,-114.4585343,4.4
"Outer Limits Fun Zone","1800 Garrett Way, Pocatello, ID 83201, USA",42.8785990,-112.4582750,4.6
"Pierce Park Greens","5812 N Pierce Park Ln, Boise, ID 83714, USA",43.6733230,-116.2677370,4.6
"Anderson Camp","1188 E 990 S, Eden, ID 83325, USA",42.5784000,-114.2884230,3.8
"Willows Golf Park","220 Spring Creek Pkwy, Providence, UT 84332, USA",41.7121351,-111.8282110,4.6
"Cougar Entertainment Center","1234 S Grand Ave, Pullman, WA 99163, USA",46.7184050,-117.1830009,4.6
"Outback Golf Park","1665 Pocatello Creek Rd, Pocatello, ID 83201, USA",42.8967360,-112.4290560,4.0
"Lost Mountain Adventure Golf","1535 75th St, Woodridge, IL 60517, USA",41.7501170,-88.0215630,4.4
"Ballybunion Golf Learning Center","4200 IL-83, Long Grove, IL 60047, USA",42.1837297,-87.9886670,3.8
"Aloha Falls Miniature Golf & Games","1800 US-45, Libertyville, IL 60048, USA",42.3068240,-88.0034270,3.9
"Wilderness Falls","145 S Clow International Pkwy, Bolingbrook, IL 60490, USA",41.6944640,-88.1273070,4.4
"Congo River Golf & Exploration","1325 Barrington Rd, Hoffman Estates, IL 60169, USA",42.0485946,-88.1438952,4.5
"Holes & Knolls Miniature Golf Course","845 Pershing Ave, Glen Ellyn, IL 60137, USA",41.8570971,-88.0507702,4.2
"Norridge Putting Edge","4105 N Harlem Ave, Norridge, IL 60706, USA",41.9553779,-87.8058537,3.8
"City Mini Golf","337 E Randolph St, Chicago, IL 60601, USA",41.8822520,-87.6195910,3.6
"Space Golf","15611 S 94th Ave, Orland Park, IL 60462, USA",41.6069050,-87.8472640,4.0
"River View Miniature Golf","8 North Ave, St. Charles, IL 60174, USA",41.9203830,-88.3163340,4.7
"Stone Creek Miniature Golf","101 North St, Geneva, IL 60134, USA",41.8933590,-88.3042916,4.8
"Tinley Junction Miniature Golf & Batting Cages","16801 S 80th Ave, Tinley Park, IL 60477, USA",41.5845775,-87.8125227,4.0
"Novelty Golf & Games","3650 W Devon Ave, Lincolnwood, IL 60712, USA",41.9976061,-87.7209670,4.2
"Mountain View Adventure Center","510 E Algonquin Rd, Des Plaines, IL 60016, USA",42.0315093,-87.9123803,4.6
"Magic Dragon Golf & Games","210 Recreation Dr, Pekin, IL 61554, USA",40.5635523,-89.6262233,4.4
"Lighthouse Miniature Golf","2126 N Lewis Ave, Waukegan, IL 60087, USA",42.3909921,-87.8561264,4.6
"Pioneer Park Mini-Golf & Batting Cages","7135 N Harlem Ave, Chicago, IL 60631, USA",42.0098637,-87.8059268,4.5
"Diversey Miniature Golf","Chicago, IL 60657, USA",41.9339433,-87.6344930,4.2
"Overlook Adventure Park","2501 E Nelson Park Rd, Decatur, IL 62521, USA",39.8391165,-88.9203464,4.7
"Evergreen Mini Golf","1202 N Maple St, Effingham, IL 62401, USA",39.1361864,-88.5497349,4.3
"Monster Mini Golf","3573 Promenade Pkwy, Lafayette, IN 47909, USA",40.3658733,-86.8622909,4.4
"Glow Golf","49 W Maryland St, Indianapolis, IN 46204, USA",39.7668113,-86.1588814,4.3
"Rustic Driving Range and Miniature Golf Inc","5955 Terrace Ave, Indianapolis, IN 46203, USA",39.7490720,-86.0669920,4.4
"Monster Mini Golf","7591 U.S. 36, Avon, IN 46123, USA",39.7613102,-86.3887463,4.4
"Pirates Quest","3421 E 96th St, Indianapolis, IN 46240, USA",39.9248312,-86.1084326,4.2
"Orchard Golf Center","251 IN-135, Greenwood, IN 46142, USA",39.6194087,-86.1577954,4.5
"Shotz","8529 IN-56, French Lick, IN 47432, USA",38.5558011,-86.6144528,4.2
"Lyndenbrook Falls Miniature Golf","3501 N Briarwood Ln, Muncie, IN 47304, USA",40.2210213,-85.4286509,4.2
"Golf Shores Fun Center","2510 Landmark Way NE, Corydon, IN 47112, USA",38.2365626,-86.1246635,4.6
"River's Edge Family Golf Center","1921 N Huntington Rd, Marion, IN 46952, USA",40.5856430,-85.6605460,4.5
"Putter's Park","4747 State Rd 46, Bloomington, IN 47404, USA",39.2166526,-86.5981425,3.5
"Putt-Putt Fun Center","4530 Speedway Dr, Fort Wayne, IN 46825, USA",41.1191130,-85.1418590,4.2
"God's Little Angel's Dev Acdmy","4162 Mellis Dr, Indianapolis, IN 46235, USA",39.8332470,-86.0026860,NONE
"Putt-Putt Fun Center","1080 N Marr Rd, Columbus, IN 47201, USA",39.2099132,-85.8863068,3.8
"That Fun Place Greenfield","1618 N State St, Greenfield, IN 46140, USA",39.8079261,-85.7717872,3.6
"Putters Bay","1 Putter Bay Dr, Washington, IN 47501, USA",38.6303190,-87.1758430,4.6
"Walther's Golf & Fun","2301 N First Ave, Evansville, IN 47710, USA",37.9992586,-87.5738491,4.5
"Greatimes Family Fun Park","5341 Elmwood Ave, Indianapolis, IN 46203, USA",39.7049375,-86.0764591,4.1
"Putt-Putt Fun Center","410 Commerce Rd, Richmond, IN 47374, USA",39.8343229,-84.8251416,3.2
"Zig-E's Funland","8176 Wicker Ave, St John, IN 46373, USA",41.4705798,-87.4708923,4.3
"Glowgolf","Indianapolis, IN 46250, USA",39.9087659,-86.0674021,4.3
"Ninja Golf! Opening Spring 2018","12100 IN-23, Granger, IN 46530, USA",41.7535022,-86.1040385,4.2
"Cozy Acres Golf Complex","4040 N Old State Rd 62, Madison, IN 47250, USA",38.7986549,-85.3484500,4.1
"Three - Two - FUN!!","845 Westfield Rd, Noblesville, IN 46062, USA",40.0459340,-86.0311728,4.2
"Hollow Acres Golf Center","8291 US-421, Monticello, IN 47960, USA",40.6683710,-86.7350160,4.8
"Putt-Putt Fun Center","3615 N Main St, Mishawaka, IN 46545, USA",41.6933660,-86.1825000,4.2
"Rascal's Fun Zone","629 S U.S. 31, Whiteland, IN 46184, USA",39.5590350,-86.0896170,4.4
"Noblesville Golf & Batting Center","17400 Willow View Rd, Noblesville, IN 46062, USA",40.0411304,-86.0508883,4.0
"Indiana Golf","Via Torino, 30a, 47838 Riccione RN, Italy",43.9923050,12.6759930,4.6
"Hacker's Golf and Games","3019 S 11th St, Niles, MI 49120, USA",41.7657010,-86.2497870,4.6
"Howell Par 3, Miniature Golf, & Shelter","1101 S Barker Ave, Evansville, IN 47712, USA",37.9651791,-87.6110872,4.0
"Otte Golf & Family Fun Center","681 Sheek Rd, Greenwood, IN 46143, USA",39.6078869,-86.0754079,4.5
"Strikes & Spares Entertainment Center","5419 N. Grape Rd., Mishawaka, IN 46545, United States",41.7098590,-86.1892090,4.2
"Pokagon Falls Miniature Golf","640 W 400 N, Angola, IN 46703, USA",41.7016927,-85.0030496,2.8
"Crazy Pinz Entertainment Center","1414 Northland Blvd, Fort Wayne, IN 46825, USA",41.1563460,-85.1621220,4.1
"Inman's Bowling & Recreation Center","3201 Evans Ave, Valparaiso, IN 46383, USA",41.4790500,-87.0219506,4.0
"Midget Links","1215 E Morgan Ave, Evansville, IN 47711, USA",37.9916140,-87.5417810,4.9
"Woodland Bowling Center","3421 E 96th St, Indianapolis, IN 46240, USA",39.9247951,-86.1084383,4.2
"Glowgolf","800 N Green River Rd, Evansville, IN 47715, USA",37.9846673,-87.4959867,4.2
"Zao Island","1050 Horse Prairie Ave, Valparaiso, IN 46385, USA",41.4584567,-87.0682410,4.4
"Lazer Blaze","4121 Shelbyville Rd, Louisville, KY 40207, USA",38.2534620,-85.6455700,4.3
"Glowgolf","2028 Florence Mall, Florence, KY 41042, USA",38.9967599,-84.6498278,NONE
"Clifty Golf Range","3323 IN-56, Hanover, IN 47243, USA",38.7339420,-85.4471350,4.5
"Bogey's Family Fun Center","3601 Union Rd, Terre Haute, IN 47802, USA",39.4228593,-87.4268640,4.0
"West Grand Golf","6450 Raccoon River Dr, West Des Moines, IA 50266, USA",41.5355444,-93.7974928,4.4
"North Forty Miniature Golf","2740 SE 14th St, Des Moines, IA 50320, USA",41.5605000,-93.5978810,4.0
"Puttmasters At The Pines","2977 NW 66th Ave, Des Moines, IA 50313, USA",41.6809950,-93.6581860,3.7
"Pirate's Cove Adventure Golf","25 Lake St, Arnolds Park, IA 51331, USA",43.3645873,-95.1367062,4.2
"Bayou Bend Mini-Golf","1304 Gilbert St, Charles City, IA 50616, USA",43.0672436,-92.6874038,5.0
"Toad Valley Golf Course","237 NE 80th St, Pleasant Hill, IA 50327, USA",41.5901540,-93.4426680,4.0
"Waterfall National Miniature","3001 Wright Brothers Blvd E, Cedar Rapids, IA 52404, USA",41.8890670,-91.6250430,5.0
"Plamor Miniature Golf","5801 S Shore Dr, Clear Lake, IA 50428, USA",43.1080290,-93.4020010,5.0
"Treasure Village Mini Golf, Family Theatre, Flea Markets. Open Memorial Day to Labor Day Weekends","2023 IA-86, Milford, IA 51351, USA",43.3541860,-95.1802200,4.5
"Airport National Public Golf Course","3001 Wright Brothers Blvd E, Cedar Rapids, IA 52404, USA",41.8889562,-91.6243511,4.4
"Ranch Okoboji","2343 175th St, Okoboji, IA 51355, USA",43.3925191,-95.1220765,4.0
"Oakridge Mini Golf","2415 Mt Pleasant St, Burlington, IA 52601, USA",40.8236532,-91.1315476,4.0
"Putt-A-Round","203 1st St, Fort Madison, IA 52627, USA",40.6353730,-91.2991750,4.5
"Pirate's Pointe Mini Golf","1520 E Lakeshore Dr, Storm Lake, IA 50588, USA",42.6332774,-95.1780257,3.0
"Caddyshack","203 W Overmeyer Dr, Algona, IA 50511, USA",43.0625481,-94.2388180,4.0
"Li'l Mississippi Golf","1020 W Kimberly Rd, Davenport, IA 52806, USA",41.5609072,-90.5866953,4.5
"Palmer's Family Fun","1666 W Airline Hwy, Waterloo, IA 50703, USA",42.5428639,-92.3708196,4.6
"Field of Greens","237 NE 80th St, Pleasant Hill, IA 50327, USA",41.5905560,-93.4417460,5.0
"North Forty","3700 US-75 BUS, Sioux City, IA 51108, USA",42.5338750,-96.3574166,4.4
"Tee-Rex Mini Golf Party Room","1110 N Quincy Ave, Ottumwa, IA 52501, USA",41.0163680,-92.4355979,5.0
"Pirate Putt","1718 Madison Ave, Council Bluffs, IA 51503, USA",41.2431249,-95.8275665,4.5
"A.H. Blank Golf Course","808 County Line Rd, Des Moines, IA 50320, USA",41.5125530,-93.6244222,4.2
"Glowgolf","6925 Mills Civic Pkwy #120, West Des Moines, IA 50266, USA",41.5649019,-93.8029109,2.8
"Derby Grange Golf & Recreation","13079 Derby Grange Rd, Dubuque, IA 52002, USA",42.5348340,-90.7416100,4.4
"A H Blank Golf Course Maintenance","7412 Chaffee Rd, Des Moines, IA 50315, USA",41.5193861,-93.6159604,NONE
"Perfect Games","1320 Dickinson Ave, Ames, IA 50014, USA",42.0106653,-93.6811441,4.1
"Kenny's Roller Ranch","8989 Koestner St, Burlington, IA 52601, USA",40.7742699,-91.1035473,4.5
"Valley Falls Adventure Golf","324 W 1st Ave, Coal Valley, IL 61240, USA",41.4529607,-90.4643920,4.8
"Li'l Mississippi Golf II and Fun","103 S State Ave, Hampton, IL 61256, USA",41.5443620,-90.4169990,4.3
"Smiley's Golf Complex","10195 Monticello Terrace, Lenexa, KS 66227, USA",38.9440918,-94.8477180,4.0
"Howl In One Mini Golf","10401 Cabela Dr, Kansas City, KS 66111, USA",39.1172756,-94.8181123,2.6
"Glowgolf","7700 E Kellogg Dr, Wichita, KS 67207, USA",37.6822532,-97.2467417,3.8
"Hutch Putt","1500 N Lorraine St, Hutchinson, KS 67501, USA",38.0701370,-97.9025327,4.4
"Safari Golf","7523 SW 21st St, Topeka, KS 66615, USA",39.0272590,-95.7966713,4.2
"Parkville Mini Golf","7 W 1st St, Parkville, MO 64152, USA",39.1892911,-94.6843704,3.8
"Putt-A-Round Miniature Golf","3302 Liberty Hall Rd, Junction City, KS 66441, USA",39.0156180,-96.8875040,5.0
"Sports Center","6545 SW 10th Ave, Topeka, KS 66615, USA",39.0498976,-95.7739132,4.2
"The Athletic & Golf Club at Maple Creek","5330 NE Oak Ridge Dr, Kansas City, MO 64119, USA",39.1913103,-94.5158584,3.6
"emporia family fun center","1004 E 12th Ave, Emporia, KS 66801, USA",38.4128629,-96.1663537,4.6
"Precision Valley Golf and Bike Center LLC","1500 West 27th Street, Hays, KS 67601, USA",38.8850390,-99.3462470,4.7
"Wildcat Creek Fun & Fitness","800 Anneberg Cir, Manhattan, KS 66503, USA",39.1835770,-96.6289970,4.4
"Canyon Farms Golf Club","18145 W 87th St Pkwy, Lenexa, KS 66219, USA",38.9701822,-94.7956360,3.7
"GreatLife North","350 US-24, Topeka, KS 66608, USA",39.0917908,-95.6542553,4.0
"West Ridge Lanes Family Fun","1935 SW Westport Dr, Topeka, KS 66604, USA",39.0312912,-95.7580173,4.1
"Epic Fun LLC","The Malls Shopping Center, 711 W 23rd St #1, Lawrence, KS 66046, USA",38.9416988,-95.2437519,4.6
"Paradise Park","1021 NE Colbern Rd, Lee's Summit, MO 64086, USA",38.9444620,-94.3558428,4.2
"All Star Sports","8333 W 21st St, Wichita, KS 67205, USA",37.7228266,-97.4381929,4.0
"All Star Adventures","1010 N Webb Rd, Wichita, KS 67206, USA",37.6998372,-97.2238519,3.9
"Cool Crest Family Fun Center","10735 E, US-40, Independence, MO 64055, United States",39.0514718,-94.4525781,3.9
"Christian Way Farm & Mini Golf","19590 Linville Rd, Hopkinsville, KY 42240, USA",37.0349320,-87.3018180,4.8
"Putt-Putt Fun Center","5720 Bardstown Rd, Louisville, KY 40291, USA",38.1621193,-85.5960550,4.4
"Lexington Ice & Rec Center","560 Eureka Springs Dr, Lexington, KY 40517, USA",37.9972827,-84.4563997,4.2
"Putt-Putt Fun Center","3143 Dixie Hwy, Erlanger, KY 41018, USA",39.0181332,-84.5919829,4.2
"Adventure Falls","250 Lake Reba Dr, Richmond, KY 40475, USA",37.7377849,-84.2586350,4.2
"Maggie's Jungle Golf","7301 US-641, Gilbertsville, KY 42044, USA",36.9762660,-88.2960120,4.6
"Malibu Jack's Lexington","3025 Blake James Dr, Lexington, KY 40509, USA",38.0086893,-84.4338000,4.4
"Sullivan's Par 3 Golf Course","2107 Brinn Rd, Murray, KY 42071, USA",36.6383371,-88.3262913,4.5
"Treasure Golf. and Cove Cafe","1306 S 12th St, Murray, KY 42071, USA",36.5925419,-88.3158139,3.9
"Champs Entertainment Complex","297 Ruccio Way, Lexington, KY 40503, USA",37.9981398,-84.5334047,4.2
"Somerset Falls Family Park","Family Fun Drive, Somerset, KY 42503, USA",37.0391640,-84.6297240,4.3
"Malibu Jack's Louisville","12101 Sycamore Station Pl, Louisville, KY 40299, USA",38.2193230,-85.5283345,4.4
"Mini Golf 2 Go","6802 Shepherdsville Rd, Louisville, KY 40228, USA",38.1512280,-85.6603570,NONE
"Kart Kountry","315 Joe B. Hall Ave, Shepherdsville, KY 40165, USA",37.9857717,-85.7084069,4.5
"Jesse James Riding Stables","3057 Mammoth Cave Rd, Cave City, KY 42127, USA",37.1328212,-86.0052868,4.3
"Falls Landing Miniature Golf","5536 West Chaffee Avenue, Fort Knox, KY 40121, USA",37.8981346,-85.9821518,4.8
"Renaissance Fun Park","201 Park Pl Dr, Louisville, KY 40243, USA",38.2405001,-85.5122053,4.5
"Golfland Hobbies & Recreation","1864 Old Calhoun Rd, Owensboro, KY 42301, USA",37.7506770,-87.1736700,3.9
"Lazer Blaze","4121 Shelbyville Rd, Louisville, KY 40207, USA",38.2534620,-85.6455700,4.3
"World of Golf","7400 Woodspoint Dr, Florence, KY 41042, USA",39.0049604,-84.6461935,3.5
"Southern Sports Recreation Center","6611 Shepherdsville Rd, Louisville, KY 40228, USA",38.1527479,-85.6584639,4.7
"D&D Black Light Mini Golf","211 Holiday Dr, Clarksville, TN 37040, USA",36.5962118,-87.2821311,3.8
"Glowgolf","2028 Florence Mall, Florence, KY 41042, USA",38.9967599,-84.6498278,NONE
"Blazer's Fun Zone","1500 Sam Steward Dr, Radcliff, KY 40160, USA",37.8062290,-85.9400252,4.1
"Levi Jackson Wilderness Road State Park","998 Levi Jackson Rd, London, KY 40744, USA",37.0838390,-84.0548840,4.5
"Kentucky Shores Family Fun Center and Zip Lines","6215 US-641, Gilbertsville, KY 42044, USA",36.9603232,-88.3012282,4.1
"Ralphie's Fun Center","702 Happy Valley Rd, Glasgow, KY 42141, USA",37.0093828,-85.9196613,4.5
"Mini Indy Kart Track Family","2367 US-127, Jamestown, KY 42629, USA",37.0164499,-85.0772625,3.8
"City Putt Miniature Golf Course","33 Dreyfous Dr, New Orleans, LA 70119, USA",29.9859794,-90.0981287,4.6
"Putt-Putt Golf","620 Petro Point Dr, Lake Charles, LA 70607, USA",30.1646816,-93.2126521,4.4
"Celebration Station","10111 Gwenadele Ave, Baton Rouge, LA 70816, USA",30.4266403,-91.0752507,3.7
"Mane Street Mini Golf & Games","205 Mane St, West Monroe, LA 71292, USA",32.5064307,-92.1746288,3.7
"The Ball Park","6229 W Park Ave, Houma, LA 70364, USA",29.6262890,-90.7515940,4.7
"All Star Lanes Baton Rouge","9829 Airline Hwy, Baton Rouge, LA 70816, USA",30.4298272,-91.0777198,4.2
"Yogi Bear's Jellystone Park","46049 LA-445, Robert, LA 70455, USA",30.5209662,-90.3495377,3.6
"JJ's Hole an One","150 Northshore Blvd #2070, Slidell, LA 70460, USA",30.3075110,-89.8229606,3.7
"Lunar Mini Golf of Lafayette","5725 Johnston St, Lafayette, LA 70503, USA",30.1712085,-92.0758348,NONE
"Belly Putt","209 Southpark Rd, Lafayette, LA 70508, USA",30.1631830,-91.9877850,3.0
"Lunar Mini Golf of Shreveport","1133 St Vincent Ave, Shreveport, LA 71104, USA",32.4773159,-93.7530522,NONE
"Lunar Golf of Bossier City","2000 E Texas St, Bossier City, LA 71111, USA",32.5272148,-93.7237154,2.0
"Kart Ranch","508 Youngsville Hwy, Lafayette, LA 70508, USA",30.1516100,-91.9920070,4.4
"Pirate's Cove Adventure Golf","368 ME-3, Bar Harbor, ME 04609, USA",44.4303464,-68.2679014,4.7
"Schooner Miniature Golf","58 Ocean Park Rd, Saco, ME 04072, USA",43.5082610,-70.4240150,4.3
"Pirate's Cove Adventure Golf","70 1st St, Old Orchard Beach, ME 04064, USA",43.5121010,-70.3787183,4.6
"Steamboat Landing Mini Golf","15 Steamboat Landing Rd, Naples, ME 04055, USA",43.9638135,-70.6033077,4.5
"Dolphin Mini Golf","510 Wiscasset Rd, Boothbay, ME 04537, USA",43.9071383,-69.6164562,4.5
"Tabers Restaurant and Golf","470 Lake Shore Dr, Auburn, ME 04210, USA",44.1608400,-70.2540410,4.5
"Golfer's Crossing LLC","7 Country Way, Rockport, ME 04856, USA",44.1973411,-69.0789120,4.5
"Shaws Ridge Farm Mini Golf","55 Shaws Ridge Rd, Sanford, ME 04073, USA",43.4608767,-70.7663981,4.7
"Wonder Mountain Fun Park","270 Post Rd, Wells, ME 04054, USA",43.2801160,-70.5957880,3.8
"Gifford's Mini Golf & Batting","170 Silver St, Waterville, ME 04901, USA",44.5401592,-69.6461479,4.4
"Sandbaggers Driving Range & Mini Golf","305 Bath Rd, Brunswick, ME 04011, USA",43.9126030,-69.8982319,3.2
"Roys Allsteak Hamburgers and Golf Center","2514 Turner Rd, Auburn, ME 04210, USA",44.1604410,-70.2346080,4.4
"Mountain View Golf Range","1569 Main St, Sanford, ME 04073, USA",43.4054293,-70.7324965,4.5
"Gifford's Miniature Golf","Uppr Madison Ave, 307 Madison Ave, Skowhegan, ME 04976, United States",44.7826422,-69.7268342,4.8
"Wells Beach Mini-Golf","1000 Post Rd, Wells, ME 04090, USA",43.3039487,-70.5855697,4.6
"Pirate's Cove Adventure Golf","2001 White Mountain Hwy, North Conway, NH 03860, USA",44.0341314,-71.1203143,4.5
"Shipwrecked Mini Golf","83 Natural High Rd, Lebanon, ME 04027, United States",43.3396600,-70.9297110,5.0
"Wild Acadia Fun Park & Water Slides","233 Bar Harbor Rd, Trenton, ME 04605, USA",44.4960407,-68.3800194,4.1
"Rockport Mini-Golf","773 Commercial St, Rockport, ME 04856, USA",44.1503710,-69.0878360,4.8
"The Sports Arena","1640 Hammond St, Hermon, ME 04401, USA",44.7942390,-68.8411690,4.1
"Moose Meadow Mini Golf","240 Main St, Gorham, NH 03581, USA",44.3938835,-71.1869704,4.1
"Tashas","232 Caterpillar Hill Rd, Sedgwick, ME 04676, USA",44.3175860,-68.6710675,4.5
"Hilltop Fun Center--Please see website for most updated hours","165 NH-108, Somersworth, NH 03878, USA",43.2384980,-70.8957580,4.4
"Sunset Ridge Golf Links","771 Cumberland St, Westbrook, ME 04092, USA",43.7040998,-70.3750089,3.9
"Captain's Cove Adventure Golf","814 Lafayette Rd, Hampton, NH 03842, USA",42.9499718,-70.8328679,4.0
"Maine Indoor Karting","9782, 23 Washington Ave, Scarborough, ME 04074, United States",43.5727890,-70.3574320,4.7
"Traditions Golf Club and Learning Center","1 Main Rd, Holden, ME 04429, USA",44.7631594,-68.7147831,4.5
"Monster Mini Golf","1422, 9116 Gaither Rd, Gaithersburg, MD 20877, United States",39.1174820,-77.1881990,4.4
"Monster Mini Golf - Towson","1969 E Joppa Rd, Parkville, MD 21234, USA",39.3960829,-76.5451964,4.6
"Gaithersburg Miniature Golf Course","514 S Frederick Ave, Gaithersburg, MD 20877, USA",39.1347590,-77.1927030,3.4
"Laurel Golf Center","9801 Fort Meade Rd, Laurel, MD 20707, USA",39.0950207,-76.8343754,4.5
"Rocky Gorge 4 Seasons Golf Fairway","8445 Old Columbia Rd, Laurel, MD 20723, USA",39.1360190,-76.9099400,3.4
"Monster Mini Golf, Columbia/Jessup","7351 Assateague Dr #380, Jessup, MD 20794, USA",39.1695020,-76.7859390,4.1
"Embers Island Mini Golf","2305 Philadelphia Ave, Ocean City, MD 21842, USA",38.3525443,-75.0774657,4.2
"Nick's Maui Golf","101 57th St, Ocean City, MD 21842, USA",38.3810609,-75.0685189,3.7
"Nick's Mini Golf","12407 Coastal Hwy, Ocean City, MD 21842, USA",38.4300067,-75.0557854,2.8
"Fun Haven Golf","5075 Crain Hwy, La Plata, MD 20646, USA",38.5737800,-76.9757840,3.6
"Columbia SportsPark","5453 Harpers Farm Rd, Columbia, MD 21044, USA",39.2244090,-76.8901900,4.3
"Perry Hall Mini Golf","4123 E Joppa Rd, Nottingham, MD 21236, USA",39.3978220,-76.4835300,4.4
"Old Pro Golf","2801 Philadelphia Ave, Ocean City, MD 21842, USA",38.3574378,-75.0752264,4.3
"Lost Treasure Golf","13903 Coastal Hwy, Ocean City, MD 21842, USA",38.4450529,-75.0536311,4.4
"Old Pro Golf","2300 Philadelphia Ave, Ocean City, MD 21842, USA",38.3526509,-75.0764343,4.1
"Nick's Mini Golf","1801 Philadelphia Ave, Ocean City, MD 21842, USA",38.3484622,-75.0791073,3.3
"Night Hawk Golf Center","814 Route 3 South, Gambrills, MD 21054, USA",39.0454710,-76.6705433,4.0
"CARIBBEAN PIRATES MINI GOLF","13603 Coastal Hwy, Ocean City, MD 21842, USA",38.4423551,-75.0543425,4.3
"Island Green Family Fun Center","1199 Pleasant Valley Rd S, Westminster, MD 21158, USA",39.6064802,-77.0579981,4.6
"Miniature Golf","18056 Central Park Cir, Boyds, MD 20841, USA",39.1522200,-77.3084339,NONE
"Jurassic Golf and Arcade","4122, 331 Baltimore Pike suite 8, Bel Air, MD 21014, United States",39.5297478,-76.3498700,4.4
"Severna Park Golf Center","1257 Ritchie Hwy, Arnold, MD 21012, USA",39.0458474,-76.5171078,3.9
"Fun Zone Mini Golf-Laser Tag","75 Fort Dr, McHenry, MD 21541, USA",39.5495278,-79.3509602,4.2
"South Germantown Splash Park and Mini Golf","18056 Central Park Cir, Boyds, MD 20847, USA",39.1504627,-77.3061994,4.9
"Mitchell's Golf Complex","301 Mitchell Dr, Reisterstown, MD 21136, USA",39.4731576,-76.8399094,3.8
"Churchville Golf Driving Range","3040 Churchville Rd, Churchville, MD 21028, USA",39.5566290,-76.2396060,4.1
"Bel Air Golf Center","3103 Belair Rd, Kingsville, MD 21087, USA",39.4796441,-76.4047474,4.4
"Scary Strokes","2960 Technology Pl Suite #106, Waldorf, MD 20601, USA",38.6310193,-76.9130545,4.5
"Viking Golf & Go-Karts, Thunder Lagoon Waterpark","38965 Virginia Ave, Fenwick Island, DE 19944, USA",38.4526825,-75.0538906,4.3
"Pasadena Mini Golf Center","3, MD 21122, USA",39.1195754,-76.5076317,NONE
"Old Pro Golf","6801 Coastal Hwy, Ocean City, MD 21842, USA",38.3902704,-75.0657557,4.5
"Golf Down Under","DE-54, Fenwick Island, DE 19944, USA",38.4519214,-75.0525728,4.5
"Jolly Roger Amusement Park","2901 Coastal Hwy, Ocean City, MD 21842, USA",38.3600322,-75.0767681,4.1
"Watkins Antique Carousel, Train & Miniature Golf","Kettering, MD 20774, USA",38.8888488,-76.7939806,NONE
"Monster Mini Golf - Chantilly","14130 Sullyfield Cir G, Chantilly, VA 20151, USA",38.8946288,-77.4397918,4.5
"Players Fun Zone","519 Old Westminster Pike, Westminster, MD 21157, USA",39.5604350,-76.9789471,4.3
"Frontier Town Water Park & Mini-Golf","8428 Stephen Decatur Hwy, Berlin, MD 21811, USA",38.2928920,-75.1494370,4.7
"Hereford Golf Center","17110 York Rd, Parkton, MD 21120, USA",39.5943720,-76.6636130,4.4
"Family Recreation Park","21036 National Pike, Boonsboro, MD 21713, USA",39.5655552,-77.6348189,3.7
"Planet Maze","3305 Coastal Hwy, Ocean City, MD 21842, USA",38.3629271,-75.0731661,3.7
"Monster Mini Golf","1560 Boston-Providence Turnpike, Norwood, MA 02062, USA",42.1602641,-71.1998284,4.2
"Mulligan's Miniature Golf","124 Leominster Rd, Sterling, MA 01564, USA",42.4541960,-71.7487170,4.3
"Paradise Family Golf","25 Lonergan Rd, Middleton, MA 01949, USA",42.5741419,-70.9979227,4.6
"Kimball Farm Miniature Golf","400 Littleton Rd, Westford, MA 01886, USA",42.5503764,-71.4591010,4.4
"Crystal Caves-Family Entertainment","790 Southbridge St, Auburn, MA 01501, USA",42.1816990,-71.8692970,4.0
"Norton Mini Golf and Ice Cream","1306, 242 Mansfield Ave, Norton, MA 02766, United States",41.9903484,-71.2110474,4.4
"Monster Mini Golf","140 Taunton Ave, Seekonk, MA 02771, USA",41.8263568,-71.3425286,4.3
"Golf On the Village Green","315 Worcester St, Natick, MA 01760, USA",42.3034151,-71.3376830,4.3
"Holiday Hill Miniature Golf","350 Main St, Dennis Port, MA 02639, USA",41.6665157,-70.1342777,4.1
"Harbor Lights Mini Golf","81 Underpass Rd, Brewster, MA 02631, USA",41.7628365,-70.0656298,4.5
"Max's Country Golf","383 Middlesex Rd, Tyngsborough, MA 01879, USA",42.6926293,-71.4340023,4.2
"McGolf","150 Bridge St, Dedham, MA 02026, USA",42.2657154,-71.1748431,4.1
"Merrimack Valley Pavilion","2087 Main St, Tewksbury, MA 01876, USA",42.5863403,-71.2000385,4.3
"Golf Country","160 S Main St, Middleton, MA 01949, USA",42.5833415,-71.0048248,4.5
"Golf Country","530 Turnpike St, South Easton, MA 02375, USA",42.0064252,-71.0661384,3.7
"Cape Escape Adventure Golf","14 Canal Rd, Orleans, MA 02653, USA",41.7971533,-69.9849129,4.4
"Putts & More","750 Concord St, Holliston, MA 01746, USA",42.2358904,-71.4327782,4.5
"Atlantic Golf Centers Ltd","754 Newport Ave, Attleboro, MA 02703, USA",41.9161618,-71.3582448,4.5
