NAME,ADDRESS,LATITUDE,LONGITUDE,RATING
"Marco Golf And Garden","971 Winterberry Dr, Marco Island, FL 34145, USA",25.9210815,-81.7248382,4.5
"Alico Family Golf","16300 Lee Rd, Fort Myers, FL 33912, USA",26.4969386,-81.8146142,4.6
"Tiki Island Mini Golf","2 Via De Luna Dr, Gulf Breeze, FL 32561, USA",30.3326650,-87.1390960,3.6
"Palmetto Golf Course","9300 SW 152nd St, Miami, FL 33157, USA",25.6266474,-80.3464599,4.1
"TnT Mini Golf & Games","5111 FL-47, Lake City, FL 32024, USA",30.1010558,-82.6653587,4.3
"The Fish Hole at Lakewood Ranch","10725 Rodeo Drive, Bradenton, FL 34202, United States",27.3951510,-82.4342010,4.4
"Pirate's Cove Adventure Golf","3380 Venture Pkwy NW, Duluth, GA 30096, USA",33.9559443,-84.1242962,4.2
"Rainforest Miniature Golf","5500 Bermuda Rd SW, Stone Mountain, GA 30087, USA",33.8212597,-84.1189091,3.7
"Bavarian Mountain Miniature Golf","8065 S Main St, Helen, GA 30545, USA",34.6977022,-83.7229356,4.7
"Island Miniature Golf and Games","7890 US-80, Savannah, GA 31410, USA",32.0331300,-80.9643350,4.6
"Monster Mini Golf","2505 Chastain Meadows Pkwy NW, Marietta, GA 30066, USA",34.0165273,-84.5560398,4.3
"Lunar Mini Golf of Atlanta","5900 Sugarloaf Pkwy #402, Lawrenceville, GA 30043, USA",33.9813368,-84.0786233,3.8
"Pirates Cove Adventure Golf","1081 Edelweiss Strasse, Helen, GA 30545, USA",34.7020123,-83.7272812,4.3
"Jekyll Island Miniature Golf","100 Great Dunes Ln, Jekyll Island, GA 31527, USA",31.0537841,-81.4094122,4.6
"Oaks Miniature Golf LLC","3709, 9215, Whiting Rd, Gainesville, GA 30504, United States",34.2629973,-83.8853727,4.9
"Caddyshack Miniature Golf","1683 Whittlesey Rd, Columbus, GA 31904, USA",32.5397769,-84.9684145,4.8
"Alpine Mini Golf","7914 S Main St, Helen, GA 30545, USA",34.6971026,-83.7184061,4.7
"Area 51 - Aurora Cineplex and The Fringe Miniature Golf","5100 Commerce Pkwy, Roswell, GA 30076, USA",34.0387640,-84.3390690,4.5
"Putt Putt Fun Center","3763 Martinez Blvd, Augusta, GA 30907, USA",33.5162260,-82.0805500,3.9
"Treehouse Adventures & Putt Putt","14045 Abercorn St, Savannah, GA 31419, USA",31.9840252,-81.1723780,4.1
"Putt-Putt Fun Center","3349 GA-20, Rome, GA 30165, USA",34.2711310,-85.2705330,4.0
"Crooked River State Park Miniature Golf","6222 Charlie Smith Sr Hwy, St Marys, GA 31558, USA",30.8440081,-81.5558291,3.0
"Funopolis Mini Golf","40155 US-441, Commerce, GA 30529, USA",34.2429863,-83.4546015,3.5
"Outrageous Mini Golf Family Fun Center","3736 Atlanta Hwy A, Hiram, GA 30141, USA",33.9081231,-84.7796595,4.5
"Peachtree Golf Center","2833 Peachtree Industrial Blvd, Duluth, GA 30096, United States",34.0275620,-84.1507685,3.4
"Neptune Park Miniature Golf","Saint Simons Island, GA 31522, USA",31.1342829,-81.3946021,NONE
"Mountasia","175 Ernest W Barrett Pkwy NW, Marietta, GA 30066, USA",34.0124320,-84.5571201,3.7
"Dalton Falls Fun Center","2817 Airport Rd, Dalton, GA 30721, USA",34.7596902,-84.9270137,4.2
"Astro-Putt","2743 US-76, Chatsworth, GA 30705, USA",34.7833241,-84.8216796,5.0
"Cherokee Lanes","1149 Marietta Hwy, Canton, GA 30114, USA",34.2310600,-84.4977940,4.2
"Astro Putt","Green Rd, Chatsworth, GA 30705, USA",34.7754493,-84.7857427,NONE
"Fun Bowl of Henry County","300 GA-155 S, McDonough, GA 30253, USA",33.4241970,-84.1529450,4.1
"Funopolis Family Fun Center","40155 Hwy. 441 S, Commerce, GA 30529, USA",34.2425940,-83.4558960,4.4
"The Georgia Trail at Sugarloaf","2789 Satellite Blvd, Duluth, GA 30096, USA",33.9677080,-84.1039085,2.6
"2nd Story Entertainment","4577, 733 E Main St suite c, Blue Ridge, GA 30513, United States",34.8651102,-84.3243339,5.0
"Fun Zone Amusement & Sports Park","1040 US-80, Pooler, GA 31322, USA",32.1088850,-81.2292930,4.0
"Reed Bingham Park - Put put","Adel, GA 31620, USA",31.1651119,-83.5386389,NONE
"The Lilly Pad Village","24 Adelaide Dr, Blue Ridge, GA 30513, USA",34.7906374,-84.2709691,4.4
"Lakepoint Station","77 Old Allatoona Rd SE, Cartersville, GA 30121, USA",34.1214014,-84.7463612,4.5
"Junction Lanes Family Entertainment Center","141 Newnan Station Dr, Newnan, GA 30265, USA",33.3964545,-84.7337007,4.2
"Island Falls Adventure Golf","1550 Sadler Rd, Fernandina Beach, FL 32034, USA",30.6392100,-81.4512040,4.4
"Cohutta Cove Mini Golf","64 Dunbarton Farm Rd, Blue Ridge, GA 30513, USA",34.8517101,-84.3392085,4.4
"Skyline Park","675 Ponce De Leon Ave NE, Atlanta, GA 30308, USA",33.7726805,-84.3656719,3.5
"All American Fun Park","2608 N Slappey Blvd, Albany, GA 31701, USA",31.6145698,-84.1746484,4.1
"Putt-Putt Amelia Island & Kona Ice","6 N Fletcher Ave, Fernandina Beach, FL 32034, USA",30.6683932,-81.4313536,4.6
"Cross Creek Golf Club","1221 Cross Creek Pkwy NW, Atlanta, GA 30327, USA",33.8235190,-84.4258010,4.0
"Tropics Mini Golf","98-1101 Moanalua Rd, Aiea, HI 96701, USA",21.3821449,-157.9371119,3.8
"Glow Putt Productions","46-056 Kamehameha Hwy # 224, Kaneohe, HI 96744, USA",21.4194793,-157.8053050,4.7
"Kauai Miniature Golf and Botanical Garden","5-2723 Kuhio Hwy #101, Kilauea, HI 96754, USA",22.2109807,-159.4160277,4.6
"Tiki Island","2549-2551 Manning St, Kailua, HI 96734, USA",21.4498611,-157.7512573,2.7
"Maui Golf & Sports Park","80 Maalaea Rd, Wailuku, HI 96793, USA",20.7960906,-156.5107426,4.1
"Bay View Mini-Putt and Zipline","45-285 Kaneohe Bay Dr, Kaneohe, HI 96744, USA",21.4060660,-157.7894680,4.3
"Tikis Family Fun Center","735 Iwilei Rd 310 & 320, Honolulu, HI 96817, USA",21.3157733,-157.8703969,3.8
"Putter's Mini Golf","1821 Canyon Crest Dr, Twin Falls, ID 83301, USA",42.5936992,-114.4737532,4.7
"Airway Hills Golf Center","4811 Pullman Airport Rd, Pullman, WA 99163, USA",46.7518172,-117.0674063,5.0
"Mardi Katz","677 Filer Ave, Twin Falls, ID 83301, USA",42.5714254,-114.4658499,4.3
"Wahooz Family Fun Zone","1385 S Blue Marlin Ln, Meridian, ID 83642, USA",43.5924640,-116.4006240,4.4
"7N Ranch Resort","5109 East 7n Ranch Road, Ririe, ID 83443, USA",43.6388275,-111.6838080,4.6
"Triple Play Family Fun Park","175 W Orchard Ave, Hayden Lake, ID 83835, USA",47.7562195,-116.7891569,4.2
"The Craze Fun Zone","30 College Ave #101, Rexburg, ID 83440, USA",43.8252422,-111.7826218,3.9
"Willows Golf Park","220 Spring Creek Pkwy, Providence, UT 84332, USA",41.7121351,-111.8282110,4.6
"Blast Off","1980 N Yellowstone Hwy, Idaho Falls, ID 83401, USA",43.5135681,-112.0100546,3.5
"Squealers Fun Park","439 N 4000 E, Rigby, ID 83442, USA",43.6877260,-111.9059980,3.8
"Highlands golf course","Post Falls, ID 83854, USA",47.7146895,-116.8721149,4.3
"Laser Mania Family Fun Center","1201 Filer Ave E, Twin Falls, ID 83301, USA",42.5712119,-114.4585343,4.4
"Outer Limits Fun Zone","1800 Garrett Way, Pocatello, ID 83201, USA",42.8785990,-112.4582750,4.6
"Pierce Park Greens","5812 N Pierce Park Ln, Boise, ID 83714, USA",43.6733230,-116.2677370,4.6
"Anderson Camp","1188 E 990 S, Eden, ID 83325, USA",42.5784000,-114.2884230,3.8
"Sand Creek Golf Course","5200 S 25th E, Idaho Falls, ID 83404, USA",43.4505117,-111.9852764,4.0
"Pinecrest Golf Course","701 E Elva St, Idaho Falls, ID 83401, USA",43.5040413,-112.0187712,4.2
"Outback Golf Park","1665 Pocatello Creek Rd, Pocatello, ID 83201, USA",42.8967360,-112.4290560,4.0
"Lost Mountain Adventure Golf","1535 75th St, Woodridge, IL 60517, USA",41.7501170,-88.0215630,4.4
"Holes & Knolls Miniature Golf Course","845 Pershing Ave, Glen Ellyn, IL 60137, USA",41.8570971,-88.0507702,4.2
"Douglas Park Mini Golf","1401 S Sacramento Dr, Chicago, IL 60623, USA",41.8621181,-87.6994730,4.1
"Aloha Falls Miniature Golf & Games","1800 US-45, Libertyville, IL 60048, USA",42.3068240,-88.0034270,3.9
"River View Miniature Golf","8 North Ave, St. Charles, IL 60174, USA",41.9203830,-88.3163340,4.7
"Congo River Golf & Exploration","1325 Barrington Rd, Hoffman Estates, IL 60169, USA",42.0485946,-88.1438952,4.5
"Stone Creek Miniature Golf","101 North St, Geneva, IL 60134, USA",41.8933590,-88.3042916,4.8
"Lighthouse Miniature Golf","2126 N Lewis Ave, Waukegan, IL 60087, USA",42.3909921,-87.8561264,4.6
"Lil General Miniature Golf","11357 US Hwy 20 W, Galena, IL 61036, USA",42.4352090,-90.4497800,4.2
"Whistlestop-Miniature Golf","11 E Main St, El Paso, IL 61738, USA",40.7374443,-89.0150412,3.8
"Lincoln's Trail Miniature Golf","1719 78th Ave W, Rock Island, IL 61201, USA",41.4435716,-90.5897988,4.0
"Tinley Junction Miniature Golf & Batting Cages","16801 S 80th Ave, Tinley Park, IL 60477, USA",41.5845775,-87.8125227,4.0
"Valley Falls Adventure Golf","324 W 1st Ave, Coal Valley, IL 61240, USA",41.4529607,-90.4643920,4.8
"Space Golf","15611 S 94th Ave, Orland Park, IL 60462, USA",41.6069050,-87.8472640,4.0
"Diversey Miniature Golf","Chicago, IL 60657, USA",41.9339433,-87.6344930,4.2
"Magic Dragon Golf & Games","210 Recreation Dr, Pekin, IL 61554, USA",40.5635523,-89.6262233,4.4
"Clocktower Mini-Golf & Skate Park","S Naperville Rd & E Liberty Dr, Wheaton, IL 60187, USA",41.8649550,-88.1031222,3.8
"Highland Park Golf Learning Center","2205 Skokie Valley Rd, Highland Park, IL 60035, USA",42.1929966,-87.8266578,3.7
"Overlook Adventure Park","2501 E Nelson Park Rd, Decatur, IL 62521, USA",39.8391165,-88.9203464,4.7
"Pioneer Park Mini-Golf & Batting Cages","7135 N Harlem Ave, Chicago, IL 60631, USA",42.0098637,-87.8059268,4.5
"Evergreen Mini Golf","1202 N Maple St, Effingham, IL 62401, USA",39.1361864,-88.5497349,4.3
"Wilderness Falls","145 S Clow International Pkwy, Bolingbrook, IL 60490, USA",41.6944640,-88.1273070,4.4
"Mountain View Adventure Center","510 E Algonquin Rd, Des Plaines, IL 60016, USA",42.0315093,-87.9123803,4.6
"Indian Creek Mini Golf","780 E Culver Ct, Geneseo, IL 61254, USA",41.4405560,-90.1419317,4.5
"Harry Semrow Miniature Golf","1150 E Golf Rd, Des Plaines, IL 60016, USA",42.0543794,-87.8944820,4.0
"Golf & Games","1411 S Eastwood Dr, Woodstock, IL 60098, USA",42.2998490,-88.4313460,4.2
"Coyote Crossing Mini Golf","27W650 North Ave, West Chicago, IL 60185, USA",41.9099124,-88.1626500,3.6
"Putter's Peak Miniature Golf","950 W Lake St, Addison, IL 60101, USA",41.9428039,-88.0122987,NONE
"Penguin Golf Academy","1401 E Riverside Blvd, Loves Park, IL 61111, USA",42.3179960,-89.0382210,4.2
"Novelty Golf & Games","3650 W Devon Ave, Lincolnwood, IL 60712, USA",41.9976061,-87.7209670,4.2
"Mt Hawley Castle Golf","8200 N Hale Ave, Peoria, IL 61615, USA",40.7866783,-89.6065631,4.5
"Ballybunion Golf Learning Center","4200 IL-83, Long Grove, IL 60047, USA",42.1837297,-87.9886670,3.8
"Li'l Mississippi Golf II and Fun","103 S State Ave, Hampton, IL 61256, USA",41.5443620,-90.4169990,4.3
"City Mini Golf","337 E Randolph St, Chicago, IL 60601, USA",41.8822520,-87.6195910,3.6
"White Mountain Golf Park","9901 179th St, Tinley Park, IL 60477, USA",41.5643690,-87.8589130,3.7
"Putt Zone Fun Center","815 Dennison Dr, Champaign, IL 61820, USA",40.1279220,-88.2568600,4.3
"Links and Tees Golf Club","900 W Lake St, Addison, IL 60101, USA",41.9426015,-88.0098592,4.2
"Volcano Falls Adventure Park","7602 Rock Valley Pkwy, Loves Park, IL 61111, USA",42.3236990,-88.9659980,4.2
"Norridge Putting Edge","4105 N Harlem Ave, Norridge, IL 60706, USA",41.9553779,-87.8058537,3.8
"Bogies Indoor Golf Club","1501 Mitchell Dr, Oswego, IL 60543, USA",41.7071524,-88.2732540,4.4
"Woodhaven Mini Golf","Woodhaven Dr E, Sublette, IL 61367, USA",41.6556789,-89.2977364,NONE
"Sport Zone","1900 Hill Ave, Aurora, IL 60504, USA",41.7211910,-88.2830020,3.8
"Zigfield Troy Golf","1535 75th St, Woodridge, IL 60517, USA",41.7507360,-88.0209563,4.4
"Rocky's Pizzeria","3314, 2411 Grand Ave, Waukegan, IL 60085, United States",42.3694720,-87.8637030,3.8
"Thumser's 19th Hole","1625 IL-35, East Dubuque, IL 61025, USA",42.5032919,-90.6171252,4.3
"Channahon Lanes Mini Golf Course","25306 W Eames St, Channahon, IL 60410, USA",41.4312949,-88.2264205,NONE
"Li'l Mississippi Golf","1020 W Kimberly Rd, Davenport, IA 52806, USA",41.5609072,-90.5866953,4.5
"Diversey Driving Range","141 W Diversey Pkwy, Chicago, IL 60657, USA",41.9344090,-87.6344530,4.1
"Aspen Ridge Golf Course","1663 E 4000N Rd, Bourbonnais, IL 60914, USA",41.1773281,-87.8420576,3.4
"Sugar Grove Family Fun Center","9S825 State Route 47, Sugar Grove, IL 60554, USA",41.7249630,-88.4424890,4.5
"Old Orchard Lanes & Links","901 N Dunlap Ave, Savoy, IL 61874, USA",40.0651490,-88.2506870,4.5
"Trailside General Store, Motel, Mini Golf & Gas Station","21-78 Lake Carroll Blvd, Lanark, IL 61046, USA",42.1561870,-89.8675330,4.2
"Holes & Knolls Miniature Golf","250 W Schick Rd, Bloomingdale, IL 60108, USA",41.9521535,-88.0984714,NONE
"Stardust Golf & Country Club","14756 Stardust Dr, Johnston City, IL 62951, USA",37.8091530,-88.9496163,5.0
"Lippold Park Family Golf Center","1251 IL-176, Crystal Lake, IL 60014, USA",42.2470062,-88.3651052,4.5
"Hillcrest Golf","1829 Washington Rd, Washington, IL 61571, USA",40.7043474,-89.4379618,4.3
"T-Time Range & Family Fun Center","13750 W 159th St, Homer Glen, IL 60491, USA",41.6010441,-87.9536026,4.6
"Haunted Trails Family Amusement Park","1423 N Broadway St, Joliet, IL 60435, USA",41.5499960,-88.0880620,4.2
"Red's Fun Zone","15624 US-150, Paris, IL 61944, USA",39.6058390,-87.6720780,4.6
"PGN Fun","8125 95th St, Hickory Hills, IL 60457, USA",41.7179839,-87.8215079,3.7
"Rustic Driving Range and Miniature Golf Inc","5955 Terrace Ave, Indianapolis, IN 46203, USA",39.7490720,-86.0669920,4.4
"Orchard Golf Center","251 IN-135, Greenwood, IN 46142, USA",39.6194087,-86.1577954,4.5
"Pirates Quest","3421 E 96th St, Indianapolis, IN 46240, USA",39.9248312,-86.1084326,4.2
"Shotz","8529 IN-56, French Lick, IN 47432, USA",38.5558011,-86.6144528,4.2
"River's Edge Family Golf Center","1921 N Huntington Rd, Marion, IN 46952, USA",40.5856430,-85.6605460,4.5
"Glow Golf","49 W Maryland St, Indianapolis, IN 46204, USA",39.7668113,-86.1588814,4.3
"Lyndenbrook Falls Miniature Golf","3501 N Briarwood Ln, Muncie, IN 47304, USA",40.2210213,-85.4286509,4.2
"Putter's Park","4747 State Rd 46, Bloomington, IN 47404, USA",39.2166526,-86.5981425,3.5
"Howell Par 3, Miniature Golf, & Shelter","1101 S Barker Ave, Evansville, IN 47712, USA",37.9651791,-87.6110872,4.0
"Monster Mini Golf","7591 U.S. 36, Avon, IN 46123, USA",39.7613102,-86.3887463,4.4
"CERA Miniature Golf Course","3989 S 525 E, Columbus, IN 47203, USA",39.1626104,-85.8092630,4.8
"Golf Shores Fun Center","2510 Landmark Way NE, Corydon, IN 47112, USA",38.2365626,-86.1246635,4.6
"Putt-Putt Fun Center","1080 N Marr Rd, Columbus, IN 47201, USA",39.2099132,-85.8863068,3.8
"That Fun Place Greenfield","1618 N State St, Greenfield, IN 46140, USA",39.8079261,-85.7717872,3.6
"Putt-Putt Fun Center","410 Commerce Rd, Richmond, IN 47374, USA",39.8343229,-84.8251416,3.2
"Putt-Putt Fun Center","4530 Speedway Dr, Fort Wayne, IN 46825, USA",41.1191130,-85.1418590,4.2
"Monster Mini Golf","3573 Promenade Pkwy, Lafayette, IN 47909, USA",40.3658733,-86.8622909,4.4
"Putt-Putt Fun Center","3615 N Main St, Mishawaka, IN 46545, USA",41.6933660,-86.1825000,4.2
"Pokagon Falls Miniature Golf","640 W 400 N, Angola, IN 46703, USA",41.7016927,-85.0030496,2.8
"Otte Golf & Family Fun Center","681 Sheek Rd, Greenwood, IN 46143, USA",39.6078869,-86.0754079,4.5
"Toad Valley Golf Course","237 NE 80th St, Pleasant Hill, IA 50327, USA",41.5901540,-93.4426680,4.0
"Pirate's Cove Adventure Golf","25 Lake St, Arnolds Park, IA 51331, USA",43.3645873,-95.1367062,4.2
"Airport National Public Golf Course","3001 Wright Brothers Blvd E, Cedar Rapids, IA 52404, USA",41.8889562,-91.6243511,4.4
"West Grand Golf","6450 Raccoon River Dr, West Des Moines, IA 50266, USA",41.5355444,-93.7974928,4.4
"Plamor Miniature Golf","5801 S Shore Dr, Clear Lake, IA 50428, USA",43.1080290,-93.4020010,5.0
"Waterfall National Miniature","3001 Wright Brothers Blvd E, Cedar Rapids, IA 52404, USA",41.8890670,-91.6250430,5.0
"North Forty Miniature Golf","2740 SE 14th St, Des Moines, IA 50320, USA",41.5605000,-93.5978810,4.0
"Puttmasters At The Pines","2977 NW 66th Ave, Des Moines, IA 50313, USA",41.6809950,-93.6581860,3.7
"Caddyshack","203 W Overmeyer Dr, Algona, IA 50511, USA",43.0625481,-94.2388180,4.0
"Pirate's Pointe Mini Golf","1520 E Lakeshore Dr, Storm Lake, IA 50588, USA",42.6332774,-95.1780257,3.0
"Treasure Village Mini Golf, Family Theatre, Flea Markets. Open Memorial Day to Labor Day Weekends","2023 IA-86, Milford, IA 51351, USA",43.3541860,-95.1802200,4.5
"Oakridge Mini Golf","2415 Mt Pleasant St, Burlington, IA 52601, USA",40.8236532,-91.1315476,4.0
"Field of Greens","237 NE 80th St, Pleasant Hill, IA 50327, USA",41.5905560,-93.4417460,5.0
"Li'l Mississippi Golf","1020 W Kimberly Rd, Davenport, IA 52806, USA",41.5609072,-90.5866953,4.5
"Bayou Bend Mini-Golf","1304 Gilbert St, Charles City, IA 50616, USA",43.0672436,-92.6874038,5.0
"North Forty","3700 US-75 BUS, Sioux City, IA 51108, USA",42.5338750,-96.3574166,4.4
"Ranch Okoboji","2343 175th St, Okoboji, IA 51355, USA",43.3925191,-95.1220765,4.0
"Palmer's Family Fun","1666 W Airline Hwy, Waterloo, IA 50703, USA",42.5428639,-92.3708196,4.6
"Putt-A-Round","203 1st St, Fort Madison, IA 52627, USA",40.6353730,-91.2991750,4.5
"A H Blank Golf Course Maintenance","7412 Chaffee Rd, Des Moines, IA 50315, USA",41.5193861,-93.6159604,NONE
"Lincoln's Trail Miniature Golf","1719 78th Ave W, Rock Island, IL 61201, USA",41.4435716,-90.5897988,4.0
"Valley Falls Adventure Golf","324 W 1st Ave, Coal Valley, IL 61240, USA",41.4529607,-90.4643920,4.8
"Tee-Rex Mini Golf Party Room","1110 N Quincy Ave, Ottumwa, IA 52501, USA",41.0163680,-92.4355979,5.0
"Pirate Putt","1718 Madison Ave, Council Bluffs, IA 51503, USA",41.2431249,-95.8275665,4.5
"Derby Grange Golf & Recreation","13079 Derby Grange Rd, Dubuque, IA 52002, USA",42.5348340,-90.7416100,4.4
"A.H. Blank Golf Course","808 County Line Rd, Des Moines, IA 50320, USA",41.5125530,-93.6244222,4.2
"Lil General Miniature Golf","11357 US Hwy 20 W, Galena, IL 61036, USA",42.4352090,-90.4497800,4.2
"Li'l Mississippi Golf II and Fun","103 S State Ave, Hampton, IL 61256, USA",41.5443620,-90.4169990,4.3
"Thumser's 19th Hole","1625 IL-35, East Dubuque, IL 61025, USA",42.5032919,-90.6171252,4.3
"Perfect Games","1320 Dickinson Ave, Ames, IA 50014, USA",42.0106653,-93.6811441,4.1
"Putting Plus","9216 Maple St, Omaha, NE 68134, USA",41.2856208,-96.0546401,4.2
"Pleasant Valley Golf Course","4390 Sand Rd SE, Iowa City, IA 52240, USA",41.6135407,-91.5166250,4.8
"Glowgolf","6925 Mills Civic Pkwy #120, West Des Moines, IA 50266, USA",41.5649019,-93.8029109,2.8
"Cedar Creek Golf Course","13120 Angle Rd, Ottumwa, IA 52501, USA",41.0810630,-92.4125150,4.1
"Gator Greens Mini Golf","439 Half St, Lanesboro, MN 55949, USA",43.7345188,-91.9301552,5.0
"Smiley's Golf Complex","10195 Monticello Terrace, Lenexa, KS 66227, USA",38.9440918,-94.8477180,4.0
"Parkville Mini Golf","7 W 1st St, Parkville, MO 64152, USA",39.1892911,-94.6843704,3.8
"Safari Golf","7523 SW 21st St, Topeka, KS 66615, USA",39.0272590,-95.7966713,4.2
"Putt-A-Round Miniature Golf","3302 Liberty Hall Rd, Junction City, KS 66441, USA",39.0156180,-96.8875040,5.0
"Howl In One Mini Golf","10401 Cabela Dr, Kansas City, KS 66111, USA",39.1172756,-94.8181123,2.6
"Wildcat Creek Fun & Fitness","800 Anneberg Cir, Manhattan, KS 66503, USA",39.1835770,-96.6289970,4.4
"Hutch Putt","1500 N Lorraine St, Hutchinson, KS 67501, USA",38.0701370,-97.9025327,4.4
"Glowgolf","7700 E Kellogg Dr, Wichita, KS 67207, USA",37.6822532,-97.2467417,3.8
"Sports Center","6545 SW 10th Ave, Topeka, KS 66615, USA",39.0498976,-95.7739132,4.2
"Precision Valley Golf and Bike Center LLC","1500 West 27th Street, Hays, KS 67601, USA",38.8850390,-99.3462470,4.7
"Canyon Farms Golf Club","18145 W 87th St Pkwy, Lenexa, KS 66219, USA",38.9701822,-94.7956360,3.7
"emporia family fun center","1004 E 12th Ave, Emporia, KS 66801, USA",38.4128629,-96.1663537,4.6
"Blackbob Batting Cages and Hall of Fame Putt Putt Golf","Inside, Black Bob Park, 14570 151st St, Olathe, KS 66062, United States",38.8592880,-94.7537390,5.0
"The Athletic & Golf Club at Maple Creek","5330 NE Oak Ridge Dr, Kansas City, MO 64119, USA",39.1913103,-94.5158584,3.6
"Four Oaks Golf Course","910 Memorial Dr, Pittsburg, KS 66762, USA",37.4199186,-94.7181559,4.3
"GreatLife North","350 US-24, Topeka, KS 66608, USA",39.0917908,-95.6542553,3.9
"Epic Fun LLC","The Malls Shopping Center, 711 W 23rd St #1, Lawrence, KS 66046, USA",38.9416988,-95.2437519,4.6
"All Star Adventures","1010 N Webb Rd, Wichita, KS 67206, USA",37.6998372,-97.2238519,3.9
"Cool Crest Garden Golf","1400 N Belt Hwy, St Joseph, MO 64506, USA",39.7807823,-94.8036939,2.8
"Cool Crest Family Fun Center","10735 E, US-40, Independence, MO 64055, United States",39.0514718,-94.4525781,3.9
"Christian Way Farm & Mini Golf","19590 Linville Rd, Hopkinsville, KY 42240, USA",37.0349320,-87.3018180,4.8
"Maggie's Jungle Golf","7301 US-641, Gilbertsville, KY 42044, USA",36.9762660,-88.2960120,4.6
"Putt-Putt Fun Center","3143 Dixie Hwy, Erlanger, KY 41018, USA",39.0181332,-84.5919829,4.2
"Sullivan's Par 3 Golf Course","2107 Brinn Rd, Murray, KY 42071, USA",36.6383371,-88.3262913,4.5
"Putt-Putt Fun Center","5720 Bardstown Rd, Louisville, KY 40291, USA",38.1621193,-85.5960550,4.4
"Adventure Falls","250 Lake Reba Dr, Richmond, KY 40475, USA",37.7377849,-84.2586350,4.2
"Treasure Golf. and Cove Cafe","1306 S 12th St, Murray, KY 42071, USA",36.5925419,-88.3158139,3.9
"Mini Golf 2 Go","6802 Shepherdsville Rd, Louisville, KY 40228, USA",38.1512280,-85.6603570,NONE
"Lexington Ice & Rec Center","560 Eureka Springs Dr, Lexington, KY 40517, USA",37.9972827,-84.4563997,4.2
"Somerset Falls Family Park","Family Fun Drive, Somerset, KY 42503, USA",37.0391640,-84.6297240,4.3
"Glowgolf","2028 Florence Mall, Florence, KY 41042, USA",38.9967599,-84.6498278,NONE
"Renaissance Fun Park","201 Park Pl Dr, Louisville, KY 40243, USA",38.2405001,-85.5122053,4.5
"Champs Entertainment Complex","297 Ruccio Way, Lexington, KY 40503, USA",37.9981398,-84.5334047,4.2
"D&D Black Light Mini Golf","211 Holiday Dr, Clarksville, TN 37040, USA",36.5962118,-87.2821311,3.8
"World of Golf","7400 Woodspoint Dr, Florence, KY 41042, USA",39.0049604,-84.6461935,3.5
"Glow Golf","4601 Eastgate Blvd, Cincinnati, OH 45245, USA",39.1039840,-84.2781623,3.9
"Southern Sports Recreation Center","6611 Shepherdsville Rd, Louisville, KY 40228, USA",38.1527479,-85.6584639,4.7
"Golfland Hobbies & Recreation","1864 Old Calhoun Rd, Owensboro, KY 42301, USA",37.7506770,-87.1736700,3.9
"Lazer Blaze","4121 Shelbyville Rd, Louisville, KY 40207, USA",38.2534620,-85.6455700,4.3
"Malibu Jack's Louisville","12101 Sycamore Station Pl, Louisville, KY 40299, USA",38.2193230,-85.5283345,4.4
"Jesse James Riding Stables","3057 Mammoth Cave Rd, Cave City, KY 42127, USA",37.1328212,-86.0052868,4.3
"Falls Landing Miniature Golf","5536 West Chaffee Avenue, Fort Knox, KY 40121, USA",37.8981346,-85.9821518,4.8
"Malibu Jack's Lexington","3025 Blake James Dr, Lexington, KY 40509, USA",38.0086893,-84.4338000,4.4
"Kart Kountry","315 Joe B. Hall Ave, Shepherdsville, KY 40165, USA",37.9857717,-85.7084069,4.5
"Howell Par 3, Miniature Golf, & Shelter","1101 S Barker Ave, Evansville, IN 47712, USA",37.9651791,-87.6110872,4.0
"Levi Jackson Wilderness Road State Park","998 Levi Jackson Rd, London, KY 40744, USA",37.0838390,-84.0548840,4.5
"Putt-Putt Golf","620 Petro Point Dr, Lake Charles, LA 70607, USA",30.1646816,-93.2126521,4.4
"City Putt Miniature Golf Course","33 Dreyfous Dr, New Orleans, LA 70119, USA",29.9859794,-90.0981287,4.6
"Mane Street Mini Golf & Games","205 Mane St, West Monroe, LA 71292, USA",32.5064307,-92.1746288,3.7
"Lunar Mini Golf of Lafayette","5725 Johnston St, Lafayette, LA 70503, USA",30.1712085,-92.0758348,NONE
"The Ball Park","6229 W Park Ave, Houma, LA 70364, USA",29.6262890,-90.7515940,4.7
"Lunar Mini Golf of Shreveport","1133 St Vincent Ave, Shreveport, LA 71104, USA",32.4773159,-93.7530522,NONE
"JJ's Hole an One","150 Northshore Blvd #2070, Slidell, LA 70460, USA",30.3075110,-89.8229606,3.7
"Lunar Golf of Bossier City","2000 E Texas St, Bossier City, LA 71111, USA",32.5272148,-93.7237154,2.0
"Belly Putt","209 Southpark Rd, Lafayette, LA 70508, USA",30.1631830,-91.9877850,3.0
"Celebration Station","10111 Gwenadele Ave, Baton Rouge, LA 70816, USA",30.4266403,-91.0752507,3.7
"Leesville Muni Golf Course","350 Country Club Rd, Leesville, LA 71446, USA",31.1703747,-93.2712674,3.8
"All Star Lanes Baton Rouge","9829 Airline Hwy, Baton Rouge, LA 70816, USA",30.4298272,-91.0777198,4.2
"Links On the Bayou","271 Vandenburg Dr, Alexandria, LA 71303, USA",31.3043430,-92.5367974,4.6
